GO_Type	Slim_GO_ID	Slim_GO_Name	Input_Accession	Input_GOID	Input_GO_Name
C	GO:0005634	nucleus	XM_004486349	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004486451	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004486452	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004488294	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004489555	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_012712709	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004489803	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004489879	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_027331637	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004489894	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004491529	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_027332855	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_027332609	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004497619	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004497830	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004499544	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004501431	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004503502	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_012716776	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004505336	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004506047	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_027335208	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004507264	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004507311	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004507326	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004507396	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004507924	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004508616	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004511221	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004511228	GO:0005634	nucleus
C	GO:0005634	nucleus	XM_004485700	GO:0016592	mediator complex
C	GO:0005634	nucleus	XM_004486056	GO:0016592	mediator complex
C	GO:0005634	nucleus	XM_004502143	GO:0016592	mediator complex
C	GO:0005634	nucleus	XM_004485817	GO:0000445	THO complex part of transcription export complex
C	GO:0005730	nucleolus	XM_004507449	GO:0070860	RNA polymerase I core factor complex
C	GO:0005730	nucleolus	XM_004496851	GO:0005730	nucleolus
C	GO:0005730	nucleolus	XM_004507301	GO:0005730	nucleolus
C	GO:0005737	cytoplasm	XM_004485665	GO:0030658	transport vesicle membrane
C	GO:0005737	cytoplasm	XM_012712578	GO:0030658	transport vesicle membrane
C	GO:0005737	cytoplasm	XM_004507422	GO:0005854	nascent polypeptide-associated complex
C	GO:0005737	cytoplasm	XM_004489804	GO:0030121	AP-1 adaptor complex
C	GO:0005737	cytoplasm	XM_004485707	GO:0030132	clathrin coat of coated pit
C	GO:0005737	cytoplasm	XM_004485665	GO:0055038	recycling endosome membrane
C	GO:0005737	cytoplasm	XM_004485732	GO:0005852	eukaryotic translation initiation factor 3 complex
C	GO:0005737	cytoplasm	XM_004507386	GO:0009328	phenylalanine-tRNA ligase complex
C	GO:0005737	cytoplasm	XM_004486325	GO:0000932	P-body
C	GO:0005737	cytoplasm	XM_004485707	GO:0030130	clathrin coat of trans-Golgi network vesicle
C	GO:0005737	cytoplasm	XM_004485732	GO:0033290	eukaryotic 48S preinitiation complex
C	GO:0005737	cytoplasm	XM_004485655	GO:0031201	SNARE complex
C	GO:0005737	cytoplasm	XM_004511223	GO:0055087	Ski complex
C	GO:0005737	cytoplasm	XM_004485633	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_012713103	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004485719	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004485775	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004485936	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004486452	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004489508	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004489598	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_027331657	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004496603	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_027333871	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004499314	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004501410	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004503502	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_012717670	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004507263	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004507264	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004507348	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_012717897	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004510355	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004511231	GO:0005737	cytoplasm
C	GO:0005737	cytoplasm	XM_004485732	GO:0016282	eukaryotic 43S preinitiation complex
C	GO:0005737	cytoplasm	XM_004489496	GO:0009331	glycerol-3-phosphate dehydrogenase complex
C	GO:0005739	mitochondrion	XM_004485647	GO:0005739	mitochondrion
C	GO:0005739	mitochondrion	XM_004489555	GO:0005739	mitochondrion
C	GO:0005739	mitochondrion	XM_004511225	GO:0005739	mitochondrion
C	GO:0005739	mitochondrion	XM_004485827	GO:0005762	mitochondrial large ribosomal subunit
C	GO:0005739	mitochondrion	XM_012713291	GO:0005743	mitochondrial inner membrane
C	GO:0005739	mitochondrion	XM_004489532	GO:0005743	mitochondrial inner membrane
C	GO:0005768	endosome	XM_004485665	GO:0055038	recycling endosome membrane
C	GO:0005768	endosome	XM_004485798	GO:0005768	endosome
C	GO:0005777	peroxisome	XM_012713291	GO:0005777	peroxisome
C	GO:0005777	peroxisome	XM_004505733	GO:0005777	peroxisome
C	GO:0005783	endoplasmic reticulum	XM_004486447	GO:0005783	endoplasmic reticulum
C	GO:0005783	endoplasmic reticulum	XM_004492771	GO:0005783	endoplasmic reticulum
C	GO:0005783	endoplasmic reticulum	XM_004507329	GO:0005783	endoplasmic reticulum
C	GO:0005783	endoplasmic reticulum	XM_004485693	GO:0005789	endoplasmic reticulum membrane
C	GO:0005783	endoplasmic reticulum	XM_004485720	GO:0005789	endoplasmic reticulum membrane
C	GO:0005783	endoplasmic reticulum	XM_004486064	GO:0005789	endoplasmic reticulum membrane
C	GO:0005783	endoplasmic reticulum	XM_012717772	GO:0005789	endoplasmic reticulum membrane
C	GO:0005783	endoplasmic reticulum	XM_004507355	GO:0005789	endoplasmic reticulum membrane
C	GO:0005783	endoplasmic reticulum	XM_004510192	GO:0005789	endoplasmic reticulum membrane
C	GO:0005794	Golgi apparatus	XM_004485665	GO:0032588	trans-Golgi network membrane
C	GO:0005794	Golgi apparatus	XM_004489892	GO:0005802	trans-Golgi network
C	GO:0005794	Golgi apparatus	XM_004489892	GO:0000139	Golgi membrane
C	GO:0005794	Golgi apparatus	XM_004501103	GO:0000139	Golgi membrane
C	GO:0005794	Golgi apparatus	XM_004507357	GO:0000139	Golgi membrane
C	GO:0005794	Golgi apparatus	XM_004489804	GO:0030121	AP-1 adaptor complex
C	GO:0005794	Golgi apparatus	XM_004485707	GO:0030130	clathrin coat of trans-Golgi network vesicle
C	GO:0005794	Golgi apparatus	XM_004489813	GO:0005794	Golgi apparatus
C	GO:0005794	Golgi apparatus	XM_004498712	GO:0005794	Golgi apparatus
C	GO:0005794	Golgi apparatus	XM_004505452	GO:0005794	Golgi apparatus
C	GO:0005794	Golgi apparatus	XM_004506745	GO:0005794	Golgi apparatus
C	GO:0005794	Golgi apparatus	XM_027335936	GO:0005794	Golgi apparatus
C	GO:0005829	cytosol	XM_004489652	GO:0005832	chaperonin-containing T-complex
C	GO:0005829	cytosol	XM_004485824	GO:0022627	cytosolic small ribosomal subunit
C	GO:0005829	cytosol	XM_004485661	GO:0022625	cytosolic large ribosomal subunit
C	GO:0005829	cytosol	XM_004486168	GO:0022625	cytosolic large ribosomal subunit
C	GO:0005829	cytosol	XM_004485777	GO:0005829	cytosol
C	GO:0005829	cytosol	XM_004485795	GO:0005829	cytosol
C	GO:0005829	cytosol	XM_004489522	GO:0005829	cytosol
C	GO:0005829	cytosol	XM_004489906	GO:0005829	cytosol
C	GO:0005829	cytosol	XM_004490153	GO:0005829	cytosol
C	GO:0005829	cytosol	XM_004507326	GO:0005829	cytosol
C	GO:0005829	cytosol	XM_004507422	GO:0005829	cytosol
C	GO:0005840	ribosome	XM_004485827	GO:0005762	mitochondrial large ribosomal subunit
C	GO:0005840	ribosome	XM_012717995	GO:0005840	ribosome
C	GO:0005840	ribosome	XM_004486132	GO:0005840	ribosome
C	GO:0005840	ribosome	XM_027337564	GO:0015934	large ribosomal subunit
C	GO:0005840	ribosome	XM_004485824	GO:0022627	cytosolic small ribosomal subunit
C	GO:0005840	ribosome	XM_004485661	GO:0022625	cytosolic large ribosomal subunit
C	GO:0005840	ribosome	XM_004486168	GO:0022625	cytosolic large ribosomal subunit
C	GO:0005840	ribosome	XM_004507422	GO:0042788	polysomal ribosome
C	GO:0005856	cytoskeleton	XM_004489508	GO:0005856	cytoskeleton
C	GO:0005856	cytoskeleton	XM_012713103	GO:0005874	microtubule
C	GO:0005856	cytoskeleton	XM_004489635	GO:0005874	microtubule
C	GO:0005856	cytoskeleton	XM_004489881	GO:0005874	microtubule
C	GO:0005856	cytoskeleton	XM_004499314	GO:0005874	microtubule
C	GO:0005856	cytoskeleton	XM_004507434	GO:0005874	microtubule
C	GO:0005856	cytoskeleton	XM_012717796	GO:0005874	microtubule
C	GO:0005856	cytoskeleton	XM_004511231	GO:0005874	microtubule
C	GO:0005856	cytoskeleton	XM_004511231	GO:0005815	microtubule organizing center
C	GO:0005856	cytoskeleton	XM_004511231	GO:0000922	spindle pole
C	GO:0005856	cytoskeleton	XM_012713103	GO:0008352	katanin complex
C	GO:0005886	plasma membrane	XM_004485624	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004485655	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004485665	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_012712578	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004485785	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004485805	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004485858	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004485936	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004485998	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004489594	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004489801	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004489816	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004489892	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004489925	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004492771	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_027335979	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004507264	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004511226	GO:0005886	plasma membrane
C	GO:0005886	plasma membrane	XM_004485707	GO:0030132	clathrin coat of coated pit
C	GO:0005886	plasma membrane	XM_004485722	GO:0000148	1,3-beta-D-glucan synthase complex
C	GO:0009507	chloroplast	XM_004485801	GO:0009507	chloroplast
C	GO:0009507	chloroplast	XM_004485813	GO:0009507	chloroplast
C	GO:0009507	chloroplast	XM_004485923	GO:0009507	chloroplast
C	GO:0009507	chloroplast	XM_004486045	GO:0009507	chloroplast
C	GO:0009507	chloroplast	XM_004486106	GO:0009507	chloroplast
C	GO:0009507	chloroplast	XM_012714161	GO:0009507	chloroplast
C	GO:0009507	chloroplast	XM_004505733	GO:0009507	chloroplast
C	GO:0009507	chloroplast	XM_004507405	GO:0009507	chloroplast
C	GO:0009507	chloroplast	XM_004511225	GO:0009507	chloroplast
C	GO:0009536	plastid	XM_004507360	GO:0009532	plastid stroma
C	GO:0009536	plastid	XM_004485923	GO:0000427	plastid-encoded plastid RNA polymerase complex
C	GO:0016020	membrane	XM_004485665	GO:0030658	transport vesicle membrane
C	GO:0016020	membrane	XM_012712578	GO:0030658	transport vesicle membrane
C	GO:0016020	membrane	XM_004485665	GO:0032588	trans-Golgi network membrane
C	GO:0016020	membrane	XM_004489892	GO:0000139	Golgi membrane
C	GO:0016020	membrane	XM_004501103	GO:0000139	Golgi membrane
C	GO:0016020	membrane	XM_004507357	GO:0000139	Golgi membrane
C	GO:0016020	membrane	XM_012717897	GO:0031090	organelle membrane
C	GO:0016020	membrane	XM_004485693	GO:0005789	endoplasmic reticulum membrane
C	GO:0016020	membrane	XM_004485720	GO:0005789	endoplasmic reticulum membrane
C	GO:0016020	membrane	XM_004486064	GO:0005789	endoplasmic reticulum membrane
C	GO:0016020	membrane	XM_012717772	GO:0005789	endoplasmic reticulum membrane
C	GO:0016020	membrane	XM_004507355	GO:0005789	endoplasmic reticulum membrane
C	GO:0016020	membrane	XM_004510192	GO:0005789	endoplasmic reticulum membrane
C	GO:0016020	membrane	XM_004489804	GO:0030121	AP-1 adaptor complex
C	GO:0016020	membrane	XM_004485707	GO:0030132	clathrin coat of coated pit
C	GO:0016020	membrane	XM_004485665	GO:0055038	recycling endosome membrane
C	GO:0016020	membrane	XM_004485707	GO:0030130	clathrin coat of trans-Golgi network vesicle
C	GO:0016020	membrane	XM_012713291	GO:0005743	mitochondrial inner membrane
C	GO:0016020	membrane	XM_004489532	GO:0005743	mitochondrial inner membrane
C	GO:0016020	membrane	XM_004485625	GO:0016020	membrane
C	GO:0016020	membrane	XM_012714867	GO:0016020	membrane
C	GO:0016020	membrane	XM_004486201	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485635	GO:0016020	membrane
C	GO:0016020	membrane	XM_027332645	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485638	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485643	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485652	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485657	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485660	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485663	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485677	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485692	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485709	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485723	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485725	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485727	GO:0016020	membrane
C	GO:0016020	membrane	XM_012713031	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485754	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485774	GO:0016020	membrane
C	GO:0016020	membrane	XM_012713795	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485782	GO:0016020	membrane
C	GO:0016020	membrane	XM_027330378	GO:0016020	membrane
C	GO:0016020	membrane	XM_012713812	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485796	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485797	GO:0016020	membrane
C	GO:0016020	membrane	XM_012718073	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485851	GO:0016020	membrane
C	GO:0016020	membrane	XM_012716176	GO:0016020	membrane
C	GO:0016020	membrane	XM_004485868	GO:0016020	membrane
